year,state_district,party,candidate,vote_pct
1996,Michigan4,republican,Dave Camp,0.6548913378070553
1996,Michigan5,democrat,James A. Barcia,0.6998249093357309
1996,Michigan6,republican,Fred Upton,0.6772334293948127
1996,Michigan7,republican,Nick Smith,0.5501272055055275
1996,Michigan8,democrat,Debbie Stabenow,0.5376322779045885
1996,Michigan9,democrat,Dale E. Kildee,0.5919377162629758
1996,Michigan10,democrat,David E. Bonior,0.5437549379607911
1996,Michigan11,republican,Joe Knollenberg,0.6115473324223297
1996,Michigan12,democrat,Sander M. Levin,0.5739799978492311
1996,Michigan13,democrat,Lynn N. Rivers,0.5657177774306481
1996,Michigan14,democrat,John Conyers Jr.,0.8586080187266937
1996,Michigan15,democrat,Carolyn C. Kilpatrick,0.883659286592866
1996,Michigan16,democrat,John D. Dingell,0.6203379689228147
1996,Minnesota1,republican,Gil Gutknecht,0.5266411810221326
1996,Minnesota2,democrat,David Minge,0.5491951683418905
1996,Minnesota3,republican,Jim Ramstad,0.7010487664476486
1996,Minnesota4,democrat,Bruce F. Vento,0.5701891233544079
1996,Minnesota5,democrat,Martin Olav Sabo,0.6432301933417601
1996,Minnesota6,democrat,Bill Luther,0.5581441784750966
1996,Minnesota7,democrat,Collin C. Peterson,0.6793985667669585
1996,Minnesota8,democrat,James L. Oberstar,0.6731108673702867
1996,Mississippi1,republican,Roger F. Wicker,0.6762130669086059
1996,Mississippi2,democrat,Bennie G. Thompson,0.5961799072894675
1996,Mississippi3,republican,"Charles W. """"Chip"""" Pickering Jr.",0.613588527936049
1996,Mississippi4,republican,Mike Parker,0.6122300082215797
1996,Mississippi5,democrat,Gene Taylor,0.5828003043196484
1996,Missouri1,democrat,William (Bill) Clay,0.7016088205357761
1996,Missouri2,republican,James M. Talent,0.6131623855854259
1996,Missouri3,democrat,Richard A. Gephardt,0.5898906575583769
1996,Missouri4,democrat,Ike Skelton,0.6377616917716341
1996,Missouri5,democrat,Karen McCarthy,0.6740305929308177
1996,Missouri6,democrat,Pat Danner,0.6862296067110061
1996,Missouri7,republican,Roy Blunt,0.6487165980270089
1996,Missouri8,independent,Jo Ann Emerson,0.5046891686934046
1996,Missouri9,republican,Kenny C. Hulshof,0.49386564360788077
1996,Montana0,republican,Rick Hill,0.5241379139817914
1996,Nebraska1,republican,Doug Bereuter,0.7005618478551681
1996,Nebraska2,republican,Jon Christensen,0.5692558812028844
1996,Nebraska3,republican,Bill Barrett,0.7745381848737943
1996,Nevada1,republican,John E. Ensign,0.5010168430932889
1996,Nevada2,republican,Jim Gibbons,0.5855508095471731
1996,New Hampshire1,republican,John E. Sununu,0.5006078916862229
1996,New Hampshire2,republican,Charles F. Bass,0.5054550686508262
1996,New Jersey1,democrat,Robert E. Andrews,0.7612108155304792
1996,New Jersey2,republican,Frank A. LoBiondo,0.6031723737982403
1996,New Jersey3,republican,Jim Saxton,0.6421407545723627
1996,New Jersey4,republican,Christopher H. Smith,0.6362237847327846
1996,New Jersey5,republican,Marge Roukema,0.7129354035850637
1996,New Jersey6,democrat,Frank Pallone Jr.,0.6125232211836169
1996,New Jersey7,republican,Bob Franks,0.553899669348285
1996,New Jersey8,democrat,William J. Pascrell Jr.,0.5119917551827895
1996,New Jersey9,democrat,Steven R. Rothman,0.5577490162613189
1996,New Jersey10,democrat,Donald M. Payne,0.841559645174103
1996,New Jersey11,republican,Rodney P. Frelinghuysen,0.6626913520250198
1996,New Jersey12,republican,Mike Pappas,0.5044591618038712
1996,New Jersey13,democrat,Robert Menendez,0.7882613177855304
1996,New Mexico1,republican,Steven Schiff,0.566040667502253
1996,New Mexico2,republican,Joe Skeen,0.5593390821500418
1996,New Mexico3,democrat,Bill Richardson,0.6724959653696477
1996,New York1,democrat,Nora L. Bredes,0.3983592774706377
1996,New York2,republican,Rick Lazio,0.47794479554269287
1996,New York3,republican,Peter T. King,0.42909074087637666
1996,New York4,democrat,Carolyn McCarthy,0.5077337261575191
1996,New York5,democrat,Gary L. Ackerman,0.5167375665382302
1996,New York6,democrat,Floyd H. Flake,0.670845351675172
1996,New York7,democrat,Thomas J. Manton,0.5215332208883157
1996,New York8,democrat,Jerrold Nadler,0.6257404225209744
1996,New York9,democrat,Charles E. Schumer,0.5756398742703188
1996,New York10,democrat,Edolphus Towns,0.6320526336339855
1996,New York11,democrat,Major R. Owens,0.6537473681066794
1996,New York12,democrat,Nydia M. Vel___quez,0.588381494235664
1996,New York13,republican,Susan Molinari,0.40689208953844314
1996,New York14,democrat,Carolyn B. Maloney,0.5797551383558208
1996,New York15,democrat,Charles B. Rangel,0.700095338710093
1996,New York16,democrat,Jos_ E. Serrano,0.6653126482152966
1996,New York17,democrat,Eliot L. Engel,0.6364948601078044
1996,New York18,democrat,Nita M. Lowey,0.5534100592768783
1996,New York19,republican,Sue W. Kelly,0.40455190051888223
1996,New York20,republican,Benjamin A. Gilman,0.4982629001025174
1996,New York21,democrat,Michael R. McNulty,0.5118083166422529
1996,New York22,republican,Gerald B. H. Solomon,0.4494721476030309
1996,New York23,republican,Sherwood L. Boehlert,0.5246673653210936
1996,New York24,republican,John M. McHugh,0.5181189448715384
1996,New York25,republican,James T. Walsh,0.4391209898569399
1996,New York26,democrat,Maurice D. Hinchey,0.4911024715123911
1996,New York27,republican,Bill Paxon,0.45260476891103335
1996,New York28,democrat,Louise McIntosh Slaughter,0.5321359168952474
1996,New York29,democrat,John J. LaFalce,0.5294065830813048
1996,New York30,democrat,Francis J. Pordum,0.4046560758890661
1996,New York31,republican,Amo Houghton,0.5289564855261876
1996,North Carolina1,democrat,Eva M. Clayton,0.6590336185374603
1996,North Carolina2,democrat,Bob Etheridge,0.5254144181988561
1996,North Carolina3,republican,Walter B. Jones Jr.,0.626575599616076
1996,North Carolina4,democrat,David E. Price,0.5439539905323478
1996,North Carolina5,republican,Richard Burr,0.6207832215853275
1996,North Carolina6,republican,Howard Coble,0.7343388333924031
1996,North Carolina7,democrat,Mike McIntyre,0.5288140715667311
1996,North Carolina8,democrat,W. G. (Bill) Hefner,0.5517634344169324
1996,North Carolina9,republican,Sue Myrick,0.629521537216139
1996,North Carolina10,republican,Cass Ballenger,0.6998548083160854
1996,North Carolina11,republican,Charles H. Taylor,0.582655410590944
1996,North Carolina12,democrat,Melvin L. Watt,0.7148836862596689
1996,North Dakota0,democrat,Earl Pomeroy,0.5506748792821565
1996,Ohio1,republican,Steve Chabot,0.5417170274328829
1996,Ohio2,republican,Rob Portman,0.7201250226420476
1996,Ohio3,democrat,Tony P. Hall,0.636360435381575
1996,Ohio4,republican,Michael G. Oxley,0.6480828587861838
1996,Ohio5,republican,Paul E. Gilmor,0.6116475140762107
1996,Ohio6,democrat,Ted Strickland,0.5132216452249855
1996,Ohio7,republican,David L. Hobson,0.6784820666005725
1996,Ohio8,republican,John A. Boehner,0.7027756703949682
1996,Ohio9,democrat,Marcy Kaptur,0.7708576178987413
1996,Ohio10,democrat,Dennis J. Kucinich,0.4905846802778959
1996,Ohio11,democrat,Louis Stokes,0.8122450922825448
1996,Ohio12,republican,John R. Kasich,0.6387754070604884
1996,Ohio13,democrat,Sherrod Brown,0.6081266231774402
1996,Ohio14,democrat,Thomas C. Sawyer,0.5434193534265764
1996,Ohio15,republican,Deborah Pryce,0.7079809068781301
1996,Ohio16,republican,Ralph Regula,0.6872107217882301
1996,Ohio17,democrat,James A. Traficant Jr.,0.9096337845046006
1996,Ohio18,republican,Robert W. Ney,0.5018965716313937
1996,Ohio19,republican,Steven C. LaTourette,0.5470081314647576
1996,Oklahoma1,republican,Steve Largent,0.6816075510795744
1996,Oklahoma2,republican,Tom A. Coburn,0.5547276832696783
1996,Oklahoma3,republican,Wes Watkins,0.5144745911397958
1996,Oklahoma4,republican,J. C. Watts Jr.,0.5767992102409736
1996,Oklahoma5,republican,Ernest J. Istook Jr.,0.6972193372840017
1996,Oklahoma6,republican,Frank D. Lucas,0.638811968121032
1996,Oregon1,democrat,Elizabeth Furse,0.5189731662144118
1996,Oregon2,republican,Robert F. Smith,0.6166446161710316
1996,Oregon3,democrat,Earl Blumenauer,0.6692859073288989
1996,Oregon4,democrat,Peter A. DeFazio,0.6569059053717539
1996,Oregon5,democrat,Darlene Hooley,0.5117482650860488
1996,Pennsylvania1,democrat,Thomas M. Foglietta,0.8750489620054838
1996,Pennsylvania2,democrat,Chaka Fattah,0.8799085116470509
1996,Pennsylvania3,democrat,Robert A. Borski,0.6889608136472489
1996,Pennsylvania4,democrat,Ron Klink,0.6419540255753555
1996,Pennsylvania5,republican,John E. Peterson,0.602596850826153
1996,Pennsylvania6,democrat,Tim Holden,0.5855415317518007
1996,Pennsylvania7,republican,Curt Weldon,0.669273430468731
1996,Pennsylvania8,republican,James C. Greenwood,0.590967736234215
1996,Pennsylvania9,republican,Bud Shuster,0.7369750339691529
1996,Pennsylvania10,republican,Joseph M. McDade,0.597822959624053
1996,Pennsylvania11,democrat,Paul E. Kanjorski,0.6800205716588286
1996,Pennsylvania12,democrat,John P. Murtha,0.6998889917690211
1996,Pennsylvania13,republican,Jon D. Fox,0.4890824013432041
1996,Pennsylvania14,democrat,William J. Coyne,0.6067884962829132
1996,Pennsylvania15,democrat,Paul McHale,0.5480652615502862
1996,Pennsylvania16,republican,Joseph R. Pitts,0.5940353622579937
1996,Pennsylvania17,republican,George W. Gekas,0.7222744180695632
1996,Pennsylvania18,democrat,Michael F. Doyle,0.560072561514489
1996,Pennsylvania19,republican,William F. Goodling,0.6255461493183003
1996,Pennsylvania20,democrat,Frank Mascara,0.5389397439187841
1996,Pennsylvania21,republican,Phil English,0.5067855923523387
1996,Rhode Island1,democrat,Patrick J. Kennedy,0.6942055009263218
1996,Rhode Island2,democrat,Robert A. Weygand,0.6446847296520144
1996,South Carolina1,republican,"Marshall """"Mark"""" Sanford",0.9644429275903379
1996,South Carolina2,republican,Floyd Spence,0.8993247774834888
1996,South Carolina3,republican,Lindsey O. Graham,0.6029442026117926
1996,South Carolina4,republican,Bob Inglis,0.7092950429175736
1996,South Carolina5,democrat,John M. Spratt Jr.,0.5409032559225114
1996,South Carolina6,democrat,James E. Clyburn,0.6941879413362303
1996,South Dakota0,republican,John R. Thune,0.5767056617667534
1996,Tennessee1,republican,William L. Jenkins,0.6476104519338719
1996,Tennessee2,republican,John J. Duncan Jr.,0.7067948345772426
1996,Tennessee3,republican,Zach Wamp,0.5629753182025774
1996,Tennessee4,republican,Van Hilleary,0.5789580092439193
1996,Tennessee5,democrat,Bob Clement,0.7238199429258501
1996,Tennessee6,democrat,Bart Gordon,0.5442081811830154
1996,Tennessee7,republican,Ed Bryant,0.654153461820359
1996,Tennessee8,democrat,John S. Tanner,0.6725521756625956
1996,Tennessee9,democrat,Harold E. Ford Jr.,0.6110107450082451
1996,Texas1,democrat,Max Sandlin,0.5156248430988603
1996,Texas2,democrat,Jim Turner,0.5224525437754797
1996,Texas3,republican,Sam Johnson,0.7297744916062474
1996,Texas4,democrat,Ralph M. Hall,0.6377445372797174
1996,Texas5,republican,Pete Sessions,0.530681118853354
1996,Texas6,republican,Joe Barton,0.7711638435419824
1996,Texas7,republican,Bill Archer,0.8136979409198688
1996,Texas8,republican,Kevin Brady,0.5911232236714036
1996,Texas9,democrat,Nick Lampson,0.5283464918149784
1996,Texas10,democrat,Lloyd Doggett,0.5620045023000881
1996,Texas11,democrat,Chet Edwards,0.5683348964106062
1996,Texas12,republican,Kay Granger,0.5778301332518625
1996,Texas13,republican,"William M. """"Mac"""" Thornberry",0.6686632839362542
1996,Texas14,republican,Ron Paul,0.5107895288172142
1996,Texas15,democrat,Rub_n Hinojosa,0.6230211986088864
1996,Texas16,democrat,Silvestre Reyes,0.7063482126087773
1996,Texas17,democrat,Charles W. Stenholm,0.5164823776904981
1996,Texas18,democrat,Sheila Jackson-Lee,0.7706626576026959
1996,Texas19,republican,Larry Combest,0.8037351582268755
1996,Texas20,democrat,Henry B. Gonzalez,0.6371695482230202
1996,Texas21,republican,Lamar S. Smith,0.764295023894663
1996,Texas22,republican,Tom DeLay,0.6810671795813837
1996,Texas23,republican,Henry Bonilla,0.6184852202467056
1996,Texas24,democrat,Martin Frost,0.5574955062053754
1996,Texas25,democrat,Ken Bentsen,0.5731555139603806
1996,Texas26,republican,Richard K. Armey,0.7362891401534573
1996,Texas27,democrat,Solomon P. Ortiz,0.646414342629482
1996,Texas28,democrat,Frank Tejeda,0.7537414034967667
1996,Texas29,democrat,Gene Green,0.6750808990729403
1996,Texas30,democrat,Eddie Bernice Johnson,0.5458734257818028
1996,Utah1,republican,James V. Hansen,0.6830770910778555
1996,Utah2,republican,Merrill Cook,0.5499426627341625
1996,Utah3,republican,Chris Cannon,0.5113737573117011
1996,Vermont0,independent,Bernard Sanders,0.5523152183301532
1996,Virginia1,republican,Herbert H. Bateman,0.9900678685681825
1996,Virginia2,democrat,Owen B. Pickett,0.6476682358106295
1996,Virginia3,democrat,Robert C. Scott,0.8212480438726475
1996,Virginia4,democrat,Norman Sisisky,0.7860909528345428
1996,Virginia5,democrat,Virgil H. Goode Jr.,0.6079283357669397
1996,Virginia6,republican,Bob Goodlatte,0.6700207161882213
1996,Virginia7,republican,Tom Bliley,0.7510504742480347
1996,Virginia8,democrat,James P. Moran,0.6639932700145148
1996,Virginia9,democrat,Rick Boucher,0.6500420463620641
1996,Virginia10,republican,Frank R. Wolf,0.7202410079442414
1996,Virginia11,republican,Thomas M. Davis,0.6409678402823329
1996,Washington1,republican,Rick White,0.5374070077801124
1996,Washington2,republican,Jack Metcalf,0.4851446229528613
1996,Washington3,republican,Linda Smith,0.501807643867665
1996,Washington4,republican,Doc Hastings,0.5296004367557239
1996,Washington5,republican,George R. Nethercutt Jr.,0.5558568146496385
1996,Washington6,democrat,Norman D. Dicks,0.6590097918697808
1996,Washington7,democrat,Jim McDermott,0.8095633245077076
1996,Washington8,republican,Jennifer Dunn,0.6539108381763086
1996,Washington9,democrat,Adam Smith,0.5014413890702206
1996,West Virginia1,democrat,Alan B. Mollohan,1.0
1996,West Virginia2,democrat,Robert E. Wise Jr.,0.6888662864261937
1996,West Virginia3,democrat,Nick J. Rahall II,1.0
1996,Wisconsin1,republican,Mark W. Neumann,0.5086232447455122
1996,Wisconsin2,republican,Scott L. Klug,0.5737636148997305
1996,Wisconsin3,democrat,Ron Kind,0.519782655018112
1996,Wisconsin4,democrat,Gerlad D. Kleczka,0.5764218720529484
1996,Wisconsin5,democrat,Thomas M. Barrett,0.7331346166828513
1996,Wisconsin6,republican,Thomas E. Petri,0.7302508641932686
1996,Wisconsin7,democrat,David R. Obey,0.5704821127614177
1996,Wisconsin8,democrat,Jay W. Johnson,0.5199572960021192
1996,Wisconsin9,republican,F. James Sensenbrenner,0.7443723554301833
1996,Wyoming0,republican,Barbara Cubin,0.5524447217155675
1998,Alabama1,republican,Sonny Callahan,0.9939065196717269
1998,Alabama2,republican,Terry Everett,0.6929334788499966
1998,Alabama3,republican,Bob Riley,0.580600055930646
1998,Alabama4,republican,Robert B. Aderholt,0.5639816210021436
1998,Alabama5,democrat,"Robert E. (Bud) Cramer, Jr.",0.6967750271331852
1998,Alabama6,republican,Spencer Bachus,0.7178753328199943
1998,Alabama7,democrat,Earl F. Hilliard,0.980241555959506
1998,Alaska0,republican,Don Young,0.6255082848186296
1998,Arizona1,republican,Matt Salmon,0.6462327065407851
1998,Arizona2,democrat,Ed Pastor,0.6777615779429371
1998,Arizona3,republican,Bob Stump,0.6725441421541078
1998,Arizona4,republican,John B. Shadegg,0.6467743763458463
1998,Arizona5,republican,Jim Kolbe,0.5159599549319264
1998,Arizona6,republican,J. D. Hayworth,0.5303790370998873
1998,Arkansas1,democrat,Marion Berry,1.0
1998,Arkansas2,democrat,Vic Snyder,0.5797273951152995
1998,Arkansas3,republican,Asa Hutchinson,0.8074200430888329
1998,Arkansas4,republican,Jay Dickey,0.575221128690669
1998,California1,democrat,Mike Thompson,0.6184446533370596
1998,California2,republican,Wally Herger,0.6251467028980214
1998,California3,republican,Doug Ose,0.5240513317292168
1998,California4,republican,John T. Doolittle,0.6256687508057238
1998,California5,democrat,Robert T. Matsui,0.7191309801505216
1998,California6,democrat,Lynn C. Woolsey,0.6800812083388774
1998,California7,democrat,George Miller,0.7667121585065679
1998,California8,democrat,Nancy Pelosi,0.858316614674537
1998,California9,democrat,Barbara Lee,0.8282880602725212
1998,California10,democrat,Ellen O. Tauscher,0.5346055027353885
1998,California11,republican,Richard W. Pombo,0.6143236688560235
1998,California12,democrat,Tom Lantos,0.739758215366141
1998,California13,democrat,Fortney Pete Stark,0.71204661488791
1998,California14,democrat,Anna G. Eshoo,0.6863744640304907
1998,California15,republican,Tom Campbell,0.6054616891621297
1998,California16,democrat,Zoe Lofgren,0.7282181000562113
1998,California17,democrat,Sam Farr,0.6454602028751011
1998,California18,democrat,Gary A. Condit,0.8678969700067918
1998,California19,republican,George P. Radanovich,0.7938588789517345
1998,California20,democrat,Calvin M. Dooley,0.6073139443987894
1998,California21,republican,William M. Thomas,0.7891320764986427
1998,California22,democrat,Lois Capps,0.5496075558053637
1998,California23,republican,Elton Gallegly,0.6006834877832795
1998,California24,democrat,Brad Sherman,0.5731033337025141
1998,California25,republican,"Howard P. """"Buck"""" McKeon",0.7467350440785423
1998,California26,democrat,Howard L. Berman,0.8247471970548158
1998,California27,republican,James E. Rogan,0.5073491506670187
1998,California28,republican,David Dreier,0.576380407124682
1998,California29,democrat,Henry A. Waxman,0.7387166327894258
1998,California30,democrat,Xavier Becerra,0.8239589081801587
1998,California31,democrat,Matthew G. Martinez,0.7002403846153846
1998,California32,democrat,Julian C. Dixon,0.8668720847619931
1998,California33,democrat,Lucille Roybal-Allard,0.8718846881668478
1998,California34,democrat,Grace Flores Napolitano,0.6762856511165156
1998,California35,democrat,Maxine Waters,0.8932100516194906
