Total population,Male,Female,White alone,Black or African American alone,American Indian & Alaska Native alone,Asian alone,Native Hawaiian & Other Pacific Islander alone,Some other race alone, Two or more races,Hispanic or Latino (any race),Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Total enrolled in school,Total not enrolled in school,Total enrolled in public school,Total enrolled in private school,Males for population,"Males 12th grade, no diploma",Males Highschool diploma,Males Bachelor's degree,Females for population,"Females 12th grade, no diploma",Females Highschool diploma,Females Bachelor's degree,Total pop over 5,Speak only English,Males for population poverty,Males unemployed,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Household population,"$200,000 or more","Less than $10,000",Population for veterans,Veteran,Population for employment,"Agriculture, forestry, fishing and hunting, and mining","Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services",NAME,state,congressional district,year
707576,344741,362835,518549,21650,892,125574,86,24909,15916,73370,122464,60285,628800,0.4847,1831,45.9,50121,22492,489030,139721,167155,520630,125501,41654,239275,3562,38509,75855,267547,3898,51534,70514,671344,462562,573540,644,81759700,41748458600,193912,53307,6402,563492,21718,352187,498,42479,50378,"Congressional District 3 (116th Congress), New York",36,03,2018
710420,357492,352928,660634,5661,13419,12134,538,4104,13930,17298,57200,31624,167200,0.4348,715,44.7,30811,57531,591992,144224,145023,543258,125899,19124,252443,4729,93704,36852,254833,3443,81115,42798,,,567433,1384,115400000,22483625700,289489,9774,13048,558404,47312,355290,13345,19024,21415,"Congressional District 7 (116th Congress), Wisconsin",55,07,2018
719486,357234,362252,459456,12424,2217,146976,2095,63570,32748,148913,95136,51405,835300,0.4862,1978,42.6,41352,33355,423616,129530,172049,528949,142431,29618,259052,6032,40014,78821,267610,6204,42511,75416,687100,455357,600241,1399,111881600,35712644600,193185,39860,7553,584139,31611,374822,2452,37083,59612,"Congressional District 48 (116th Congress), California",06,48,2018
902812,438531,464281,670309,111993,2464,27123,16,58851,32056,386712,55082,24816,208700,0.4320,1213,38.3,24604,84677,578975,190102,217301,653073,182672,34629,298222,8780,92387,43727,321588,7337,89496,54670,,,718918,2166,203518600,19851611300,216493,9007,10349,702239,58121,425126,2425,25441,48116,"Congressional District 9 (116th Congress), Florida",12,09,2018
755264,369405,385859,687866,22072,1234,18873,346,5518,19355,25656,56522,29147,159700,0.4357,836,37.6,30078,78359,588040,151552,200630,531139,173638,26992,243327,5206,82845,44106,260637,3694,82959,43063,,,585876,2086,163248700,21132494600,270840,9914,14881,590388,45571,371377,3542,21368,27767,"Congressional District 9 (116th Congress), Indiana",18,09,2018
754387,374042,380345,693312,25869,849,8646,213,9340,16158,25598,63562,32511,174000,0.4496,831,39.3,31712,72882,606706,164932,177462,547955,146349,31113,250488,3201,80254,45324,264118,3529,76327,47181,,,582136,3227,172565100,23820211800,265517,17743,15224,576857,45857,366872,3897,29004,38963,"Congressional District 4 (116th Congress), Kentucky",21,04,2018
709832,353009,356823,549015,80720,2273,42832,230,11542,23220,43833,59332,33417,160000,0.4865,985,35.3,30961,76579,458716,140854,202607,481555,183127,19480,226103,4231,56768,40681,240496,3283,59813,47491,668981,542796,561639,3950,213765700,22662891200,221342,14236,16407,563477,29394,341328,1520,16154,38533,"Congressional District 12 (116th Congress), Michigan",26,12,2018
686820,336928,349892,632042,13242,1723,17936,222,4956,16699,25149,75587,39552,281700,0.4499,1131,41.7,34946,44677,568231,124830,153756,512461,125978,27778,236908,4921,65880,54863,249113,1986,62435,56435,,,551351,1450,93440200,26396803300,253804,22257,11618,553470,48547,373091,2925,25408,44100,"Congressional District 1 (116th Congress), New Hampshire",33,01,2018
720551,353710,366841,649331,35441,569,16156,355,4629,14070,23393,71751,38998,187300,0.4610,903,43.9,34617,43215,597316,146767,155898,542081,124237,31661,245978,4558,73071,53116,266892,2926,74036,63111,,,577787,1553,75663000,27678069700,262373,21342,10009,566748,39128,361562,2628,27064,36334,"Congressional District 14 (116th Congress), Ohio",39,14,2018
763812,372094,391718,669096,35881,265,15734,0,29464,13372,555585,61358,41727,414500,0.5621,1412,41.9,29921,85162,577080,130529,168584,572610,118825,49759,278518,4983,65593,68473,297266,6174,67589,71647,,,634110,2135,134238800,29798144900,250333,31765,20361,628084,13980,397030,1724,41089,62470,"Congressional District 27 (116th Congress), Florida",12,27,2018
794188,402553,391635,586360,50086,24636,45699,4401,45142,37864,213397,60705,35612,293300,0.4745,1080,34.1,33213,72151,503776,147611,200600,564630,176685,23915,270862,3240,53854,67665,268211,4633,48005,66922,747136,557821,641453,3008,172182900,26955397800,250918,18792,14052,636911,40209,442339,1159,44763,67586,"Congressional District 9 (116th Congress), Arizona",04,09,2018
772433,384052,388381,472099,106135,10576,43538,7731,88254,44100,247081,57915,28287,269800,0.4544,1125,36.9,31277,50518,414070,186857,192166,549454,169138,23028,252719,7251,77867,33282,261539,7913,74001,38962,,,580422,3001,185190100,20814592200,175277,9023,9110,571356,59297,338057,3674,17913,36005,"Congressional District 4 (116th Congress), Nevada",32,04,2018
796701,396902,399799,513966,63941,2703,114377,4094,47671,49949,274402,79898,35509,559900,0.4206,1665,34.9,36242,56219,448863,157840,210294,557883,179674,30620,267621,5540,49583,63413,278248,5760,47756,69216,746727,448902,627142,3086,130238400,26878809800,195438,17457,6767,619501,51608,406004,1125,23253,57556,"Congressional District 53 (116th Congress), California",06,53,2018
712272,344386,367886,514402,104950,1242,32902,64,37368,21344,114435,70498,39107,255600,0.4700,1205,39.9,34833,41092,454783,129484,176739,515174,132422,44317,237065,3953,76236,45489,265331,3181,77643,48534,677066,538260,568066,2629,149607200,26936158600,213495,22904,9691,575854,31657,370125,729,24531,35533,"Congressional District 3 (116th Congress), Connecticut",09,03,2018
711205,353342,357863,223195,11237,2609,182819,92334,12067,186944,85077,76116,33713,567600,0.4593,1555,38.8,31828,22143,192397,151097,159742,527587,127980,31762,240390,3894,75928,43852,249042,2209,69272,51652,,,540562,2071,124152500,22344826200,91838,10835,5993,532413,50437,335335,7161,20638,37153,"Congressional District 2 (116th Congress), Hawaii",15,02,2018
723483,357600,365883,616378,49889,2915,9346,504,21096,23355,73761,54263,27527,136400,0.4462,776,37.8,28150,67454,531099,165660,177439,516693,138313,39126,231653,4645,85494,30987,246245,3911,80782,40397,,,545870,1733,174610500,19601043900,244502,8203,13464,546051,37862,348971,4630,13802,21181,"Congressional District 2 (116th Congress), Indiana",18,02,2018
738249,366678,371571,448097,262847,2490,5278,135,5750,13652,15650,40321,22387,123700,0.4933,720,37.8,22392,64539,364143,161887,182240,528870,158148,24092,240403,3884,97269,25026,251738,3605,96838,32174,,,538303,3637,340806000,15483057300,169544,6698,13236,560609,41500,273860,13556,12365,22020,"Congressional District 5 (116th Congress), Louisiana",22,05,2018
846761,420486,426275,534704,69957,4236,121484,4340,56812,55228,154616,73507,39517,339900,0.4592,1331,39.2,36941,35480,496422,172390,190882,629780,162437,28445,295793,6916,70639,61958,309406,7167,76651,65474,798536,587696,680541,3457,114544900,31983147500,222689,22480,7794,662005,55125,429258,1862,31539,53233,"Congressional District 3 (116th Congress), Nevada",32,03,2018
717264,352802,364462,629316,43985,628,22145,25,3182,17983,13090,67064,40003,179500,0.4649,854,43.4,35553,40877,580768,138518,148525,545627,118153,30372,252936,2105,66586,68409,274208,2355,77455,64686,,,582065,1178,94822100,28591736200,276997,24831,12110,572300,44066,371093,2962,34324,49811,"Congressional District 17 (116th Congress), Pennsylvania",42,17,2018
697467,343126,354341,534791,126928,1989,5646,231,11789,16093,36902,48048,26250,143000,0.4706,743,41.0,24742,66230,455631,137480,168328,506204,144125,24203,227112,5736,72699,32460,248589,3490,77188,34232,,,548569,1581,188347100,17714989900,209788,7716,13298,549247,44584,306256,2993,15270,25851,"Congressional District 3 (116th Congress), South Carolina",45,03,2018
717716,357055,360661,628476,40798,1898,13495,262,13767,19020,72096,67231,33972,214800,0.4332,914,41.1,32874,46500,570680,152524,171928,523558,146800,25128,244521,5658,78325,42126,254338,3934,74537,51379,,,565432,2620,117387300,23877579100,251516,13701,8664,555262,39535,370148,3265,19199,30897,"Congressional District 1 (116th Congress), Wisconsin",55,01,2018
724099,359867,364232,587113,52096,8592,21522,526,24093,30157,90488,55392,28740,137500,0.4434,769,37.1,29303,59890,516012,174391,190640,505968,159022,31618,232916,4556,64809,42317,243492,3743,61901,47325,,,546443,3031,163125300,20432930200,239318,9120,11244,539465,46735,346417,7893,16290,31761,"Congressional District 4 (116th Congress), Kansas",20,04,2018
806638,396410,410228,634048,112895,10809,20878,173,9225,18610,71074,58256,31777,211000,0.4791,947,38.7,29538,68003,557625,175585,197088,580677,138575,58513,263785,4308,76573,52559,291761,4045,89498,59066,,,627363,4624,185315700,24559500500,242582,18620,12972,619779,40492,379012,9899,21817,44186,"Congressional District 1 (116th Congress), Louisiana",22,01,2018
716199,348260,367939,369379,19399,9652,133003,3683,119936,61147,449372,70814,25737,497800,0.4212,1532,37.0,26135,36820,325943,151804,196728,495526,168285,28443,230437,9549,62174,34247,248322,7992,65649,38887,,,565328,2333,130277100,17176647600,106024,6890,3579,554638,17966,350802,1674,17259,35749,"Congressional District 32 (116th Congress), California",06,32,2018
819177,406302,412875,662790,74267,2692,36847,65,15921,26595,72602,71858,40476,268600,0.4774,1205,40.1,35260,49701,600656,164996,192140,597864,149852,42288,280950,5278,60890,72010,297379,2547,72034,74440,,,644650,1718,100546800,31650869300,261228,25974,10489,636419,72368,407484,2951,47620,55974,"Congressional District 4 (116th Congress), Florida",12,04,2018
768139,372615,395524,639295,72300,2505,16407,875,7354,29403,87477,57866,32334,222600,0.4599,1037,48.5,27439,55870,577761,129509,154999,592062,125058,29941,274774,5722,75459,53041,303263,6443,85576,59297,,,637981,969,110043200,22635008000,251117,12882,11552,629890,80766,324921,2336,19769,44606,"Congressional District 8 (116th Congress), Florida",12,08,2018
778826,381864,396962,655551,66818,992,14654,104,14615,26092,37396,52598,29604,165500,0.4631,830,37.1,28012,87320,548606,156040,200584,548538,171370,29214,249333,3228,73622,46448,269163,2944,68770,48908,,,602854,4078,208606400,22497148200,262992,12856,17225,608294,39805,381008,7073,17246,36299,"Congressional District 6 (116th Congress), Kentucky",21,06,2018
769595,370895,398700,519886,213965,1791,4848,110,12688,16307,25696,48063,24904,128800,0.4577,771,38.3,26082,58464,448312,167357,195279,547715,173909,21370,238362,6322,75745,29244,270222,4261,81196,40831,,,589069,3155,209919000,18225362700,196637,7960,12087,587128,40868,334018,5724,14056,21731,"Congressional District 1 (116th Congress), Mississippi",28,01,2018
813878,402022,411856,586080,132600,2333,27329,377,30862,34297,97345,90234,38873,323400,0.4016,1381,38.6,40057,29236,546095,186911,208716,576129,178619,30097,263831,3660,70748,59159,283264,3634,72132,67137,,,618263,1026,110205100,30682642900,212478,26070,5272,607267,76964,407016,3421,24649,57139,"Congressional District 1 (116th Congress), Virginia",51,01,2018
793039,380694,412345,251276,466017,1970,30640,510,19305,23321,52678,57270,38803,227900,0.5436,1117,32.9,31993,22632,214535,153908,218477,545388,171707,46770,249149,3048,66596,62590,275192,3821,61979,69950,,,601682,3603,241884000,28921316900,115637,21856,4815,624932,32611,404378,1586,28595,79532,"Congressional District 5 (116th Congress), Georgia",13,05,2018
714720,351303,363417,446473,224512,2424,13368,103,12973,14867,46945,45710,25623,124300,0.4977,775,36.9,26225,71587,363386,155304,187692,502148,167007,20685,227567,4748,81172,29089,246547,3833,78245,34076,,,538775,2354,325012000,17042836100,169617,7472,12881,541326,49854,301054,8258,15890,24027,"Congressional District 8 (116th Congress), Georgia",13,08,2018
684888,343108,341780,619708,25648,1341,11044,176,11562,15409,70798,61773,31689,144600,0.4299,803,41.5,31025,58299,547318,137878,158062,503785,136051,22011,232013,4759,77376,36660,241266,3809,78378,36766,,,540200,2660,117191900,21454368200,254774,10865,9575,538888,42027,337152,9165,15877,23957,"Congressional District 16 (116th Congress), Illinois",17,16,2018
742570,358172,384398,649447,24810,2788,11093,153,35464,18815,47572,70895,38580,379300,0.4588,966,45.6,33958,49634,587857,133141,162744,559578,134071,28673,253409,4391,77596,51087,285670,3330,74879,62901,,,607814,1686,104996700,27501160600,263502,23163,10815,600715,42495,366959,2805,23796,41857,"Congressional District 9 (116th Congress), Massachusetts",25,09,2018
673005,332339,340666,544472,64342,4379,24168,90,14597,20957,78057,67293,36233,185400,0.4713,926,35.2,35567,43294,490315,168485,184472,458942,144792,39680,214523,3389,44327,55366,225765,2550,45861,59984,,,504010,2947,94533400,24004658500,217206,17477,8981,496061,37580,354105,2018,35664,43360,"Congressional District 2 (116th Congress), Nebraska",31,02,2018
812264,392688,419576,435291,276374,2310,37678,68,21435,39108,57550,47980,25344,141800,0.4431,900,32.4,27365,61915,358039,187961,213417,560400,178312,35105,246413,5339,74701,50676,274790,4415,77210,49475,,,613576,4610,294646800,19764091400,176284,6544,9860,612693,34862,406913,1167,34258,46055,"Congressional District 3 (116th Congress), Ohio",39,03,2018
718591,356674,361917,659502,34314,407,5948,148,5930,12342,18872,52785,28245,127000,0.4488,731,39.9,28485,76637,558731,147408,169345,524288,139515,29830,240960,3220,95553,33476,249559,3647,86004,37410,,,551453,2600,164155900,20045845500,269349,7934,15875,558249,47049,340226,9578,12388,21570,"Congressional District 8 (116th Congress), Indiana",18,08,2018
764043,391594,372449,365047,39056,2208,249380,1750,57825,48777,109698,113919,75198,1211300,0.5240,1881,37.9,59294,26273,334196,96624,132083,609595,83119,48964,316500,5310,39006,117036,298731,4918,34199,108075,727978,443745,662152,2762,77340600,55109252500,177056,65700,5550,662217,21225,467520,351,39956,124241,"Congressional District 12 (116th Congress), California",06,12,2018
671115,326172,344943,519531,117802,2293,5568,66,4129,21726,33836,46649,27308,108100,0.4634,731,41.8,26291,77394,435659,139140,149623,498759,135821,13802,221725,4109,80678,26576,245526,2794,76458,34005,,,537406,4888,244786600,18096476300,223250,6488,13369,524600,42403,292423,2473,12670,21990,"Congressional District 5 (116th Congress), Michigan",26,05,2018
756375,386059,370316,548289,153235,3427,10733,641,12615,27435,61432,50333,26665,165400,0.4473,876,37.9,26166,59900,463245,151818,172929,556014,149937,22992,243260,4799,72845,39788,260562,4716,66997,42493,,,551283,4544,219609500,19205405400,218600,7001,12086,546763,78967,304008,5562,14276,25837,"Congressional District 3 (116th Congress), North Carolina",37,03,2018
803041,395581,407460,530501,104364,3093,61941,288,85581,17273,253375,77668,40639,233000,0.4804,1225,35.3,38622,47612,476451,192866,211644,556971,182189,29455,264484,3216,55552,71001,273609,2833,54928,71670,,,614038,2815,187474200,31718998700,198181,32163,7495,599645,34946,404730,18013,25379,56482,"Congressional District 2 (116th Congress), Texas",48,02,2018
831343,415415,415928,752017,5956,15829,10435,1882,15377,29847,118199,56358,29687,282600,0.4544,921,42.4,27417,100136,637498,169832,177644,625660,154416,23228,291825,5522,75764,46163,298451,5529,72442,50177,,,657445,3150,209819000,24551360000,307903,13665,18805,652309,66800,363779,20529,14356,32359,"Congressional District 2 (116th Congress), Oregon",41,02,2018
765124,369461,395663,540548,174846,4030,13008,868,12113,19711,40484,50381,30260,155800,0.4911,799,37.7,28405,65578,461872,164728,185671,551005,153633,32038,241763,4626,74849,43644,271584,4240,76177,49012,,,591361,1867,199882400,21862621500,214820,13166,13719,586829,48963,355971,3841,19397,33905,"Congressional District 2 (116th Congress), Arkansas",05,02,2018
747314,370579,376735,448036,257496,5155,7916,538,11046,17127,29762,39485,23653,131100,0.4897,764,37.2,22481,67976,368892,166867,176959,540013,155302,21657,238113,4127,96682,28718,254923,3768,90265,36210,,,559403,5248,295583200,16782983600,183307,6806,12803,557647,48961,293210,13593,12596,23074,"Congressional District 4 (116th Congress), Louisiana",22,04,2018
871420,441580,429840,726274,71309,2727,27241,367,22294,21208,208341,71748,36136,221300,0.4862,1147,37.5,33980,66577,636975,211158,227908,604093,195888,32020,289271,7000,74294,60505,287534,5207,68685,66272,,,644258,1464,170864400,30410666200,252509,31023,13727,651331,53646,398713,22904,17849,48144,"Congressional District 8 (116th Congress), Texas",48,08,2018
818369,414562,403807,604156,70848,7018,14993,157,96876,24321,505374,49904,23798,166800,0.4545,1093,33.1,27076,119018,473313,182839,206964,577315,186109,20855,271007,4728,90078,38179,261663,4409,74801,45592,,,629084,3675,238988500,17803756100,209032,7088,19818,624017,46769,399431,2722,21641,44726,"Congressional District 35 (116th Congress), Texas",48,35,2018
602579,300046,302533,547943,8087,6485,4289,661,21170,13944,72194,52101,28166,122600,0.4372,692,39.9,28379,57184,474111,137013,140729,439613,122691,18038,199621,2572,66158,29020,206809,2580,60512,34876,,,459097,1735,130526400,16680270900,231649,6721,11687,459351,36628,302658,30527,17100,14344,"Congressional District 3 (116th Congress), Nebraska",31,03,2018
743322,368445,374877,638152,9261,8275,23483,5570,17874,40707,73378,67621,33434,321100,0.4296,1198,40.2,32784,55871,575095,158794,169974,549613,151771,18203,251139,5197,67161,46605,263726,4041,68704,44849,,,586525,3178,138486700,24574670800,252444,13079,10695,571529,56232,343936,6361,17105,33270,"Congressional District 3 (116th Congress), Washington",53,03,2018
